#proteinId	gotermId	goName	gotermType	goAcc
6696	23919	FAD binding	molecular_function	GO:0050660
6696	2290	catalytic activity	molecular_function	GO:0003824
6697	5830	metabolic process	biological_process	GO:0008152
6697	9636	acetyltransferase activity	molecular_function	GO:0016407
6698	2888	monooxygenase activity	molecular_function	GO:0004497
6698	3721	iron ion binding	molecular_function	GO:0005506
6698	4283	electron transport	biological_process	GO:0006118
6698	12251	heme binding	molecular_function	GO:0020037
6699	3546	transporter activity	molecular_function	GO:0005215
6699	4927	transport	biological_process	GO:0006810
6699	9321	integral to membrane	cellular_component	GO:0016021
6707	2700	subtilase activity	molecular_function	GO:0004289
6707	4639	proteolysis	biological_process	GO:0006508
6707	18306	identical protein binding	molecular_function	GO:0042802
6707	18579	negative regulation of catalytic activity	biological_process	GO:0043086
6709	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
6709	6276	carbohydrate transport	biological_process	GO:0008643
6709	9320	membrane	cellular_component	GO:0016020
6709	3546	transporter activity	molecular_function	GO:0005215
6709	4927	transport	biological_process	GO:0006810
6709	9321	integral to membrane	cellular_component	GO:0016021
6714	2928	ribonuclease activity	molecular_function	GO:0004540
6714	5721	tRNA processing	biological_process	GO:0008033
6714	2290	catalytic activity	molecular_function	GO:0003824
6715	5830	metabolic process	biological_process	GO:0008152
6715	9636	acetyltransferase activity	molecular_function	GO:0016407
6716	2175	nucleic acid binding	molecular_function	GO:0003676
6716	5939	zinc ion binding	molecular_function	GO:0008270
6718	4542	mRNA processing	biological_process	GO:0006397
6718	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
6720	5939	zinc ion binding	molecular_function	GO:0008270
6723	2888	monooxygenase activity	molecular_function	GO:0004497
6723	3721	iron ion binding	molecular_function	GO:0005506
6723	4283	electron transport	biological_process	GO:0006118
6723	12251	heme binding	molecular_function	GO:0020037
6725	2888	monooxygenase activity	molecular_function	GO:0004497
6725	3721	iron ion binding	molecular_function	GO:0005506
6725	4283	electron transport	biological_process	GO:0006118
6725	12251	heme binding	molecular_function	GO:0020037
6726	2290	catalytic activity	molecular_function	GO:0003824
6726	3708	binding	molecular_function	GO:0005488
6726	5830	metabolic process	biological_process	GO:0008152
6734	2175	nucleic acid binding	molecular_function	GO:0003676
6734	5939	zinc ion binding	molecular_function	GO:0008270
6735	2175	nucleic acid binding	molecular_function	GO:0003676
6735	5939	zinc ion binding	molecular_function	GO:0008270
6742	3736	ATP binding	molecular_function	GO:0005524
6742	4927	transport	biological_process	GO:0006810
6742	9321	integral to membrane	cellular_component	GO:0016021
6742	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
6742	10082	ATPase activity	molecular_function	GO:0016887
6742	162	nucleotide binding	molecular_function	GO:0000166
6742	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
6744	2175	nucleic acid binding	molecular_function	GO:0003676
6744	5939	zinc ion binding	molecular_function	GO:0008270
6759	2176	DNA binding	molecular_function	GO:0003677
6759	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6761	2176	DNA binding	molecular_function	GO:0003677
6761	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6762	2176	DNA binding	molecular_function	GO:0003677
6762	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6763	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
6763	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
6763	9582	dephosphorylation	biological_process	GO:0016311
6763	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
6763	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
6765	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
6765	23919	FAD binding	molecular_function	GO:0050660
6765	4234	alcohol metabolic process	biological_process	GO:0006066
6769	13917	heat shock protein binding	molecular_function	GO:0031072
6769	4591	protein folding	biological_process	GO:0006457
6769	24336	unfolded protein binding	molecular_function	GO:0051082
6772	2246	actin binding	molecular_function	GO:0003779
6772	5958	F-actin capping protein complex	cellular_component	GO:0008290
6772	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
6773	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
6773	4591	protein folding	biological_process	GO:0006457
6774	3228	signal transducer activity	molecular_function	GO:0004871
6774	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
6774	11290	guanyl nucleotide binding	molecular_function	GO:0019001
6774	5250	signal transduction	biological_process	GO:0007165
6777	3043	protein kinase activity	molecular_function	GO:0004672
6777	3736	ATP binding	molecular_function	GO:0005524
6777	4602	protein amino acid phosphorylation	biological_process	GO:0006468
6777	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
6777	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
6778	2176	DNA binding	molecular_function	GO:0003677
6778	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6779	2290	catalytic activity	molecular_function	GO:0003824
6779	19375	cellular metabolic process	biological_process	GO:0044237
6779	23921	coenzyme binding	molecular_function	GO:0050662
6779	3708	binding	molecular_function	GO:0005488
6779	5830	metabolic process	biological_process	GO:0008152
6780	2515	aspartate-semialdehyde dehydrogenase activity	molecular_function	GO:0004073
6780	4650	amino acid metabolic process	biological_process	GO:0006520
6780	23920	NADP binding	molecular_function	GO:0050661
6780	3930	cytoplasm	cellular_component	GO:0005737
6780	9827	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GO:0016620
6780	24535	NAD binding	molecular_function	GO:0051287
6780	6695	methionine biosynthetic process	biological_process	GO:0009086
6780	6697	threonine biosynthetic process	biological_process	GO:0009088
6780	6284	amino acid biosynthetic process	biological_process	GO:0008652
6780	21401	protein dimerization activity	molecular_function	GO:0046983
6780	2290	catalytic activity	molecular_function	GO:0003824
6780	3708	binding	molecular_function	GO:0005488
6780	5830	metabolic process	biological_process	GO:0008152
6785	2227	structural constituent of ribosome	molecular_function	GO:0003735
6785	3827	intracellular	cellular_component	GO:0005622
6785	4025	ribosome	cellular_component	GO:0005840
6785	4556	translation	biological_process	GO:0006412
6786	2175	nucleic acid binding	molecular_function	GO:0003676
6786	5939	zinc ion binding	molecular_function	GO:0008270
6787	3043	protein kinase activity	molecular_function	GO:0004672
6787	3736	ATP binding	molecular_function	GO:0005524
6787	4602	protein amino acid phosphorylation	biological_process	GO:0006468
6787	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
6787	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
6793	9985	hydrolase activity	molecular_function	GO:0016787
6794	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
6794	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
6794	9582	dephosphorylation	biological_process	GO:0016311
6794	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
6794	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
6795	2888	monooxygenase activity	molecular_function	GO:0004497
6795	3721	iron ion binding	molecular_function	GO:0005506
6795	4283	electron transport	biological_process	GO:0006118
6795	12251	heme binding	molecular_function	GO:0020037
6799	2976	peroxidase activity	molecular_function	GO:0004601
6799	4283	electron transport	biological_process	GO:0006118
6799	5077	response to oxidative stress	biological_process	GO:0006979
6799	12251	heme binding	molecular_function	GO:0020037
6799	3727	protein binding	molecular_function	GO:0005515
6803	2818	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	GO:0004420
6803	9242	coenzyme A metabolic process	biological_process	GO:0015936
6803	23921	coenzyme binding	molecular_function	GO:0050662
6806	162	nucleotide binding	molecular_function	GO:0000166
6806	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
6806	3736	ATP binding	molecular_function	GO:0005524
6806	3930	cytoplasm	cellular_component	GO:0005737
6806	4556	translation	biological_process	GO:0006412
6806	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
6806	3185	methionine-tRNA ligase activity	molecular_function	GO:0004825
6806	4574	methionyl-tRNA aminoacylation	biological_process	GO:0006431
6817	3724	calcium ion binding	molecular_function	GO:0005509
6826	5939	zinc ion binding	molecular_function	GO:0008270
6826	2365	DNA ligase (ATP) activity	molecular_function	GO:0003910
6826	3736	ATP binding	molecular_function	GO:0005524
6826	4421	DNA replication	biological_process	GO:0006260
6826	4440	DNA repair	biological_process	GO:0006281
6826	4468	DNA recombination	biological_process	GO:0006310
6828	3722	copper ion binding	molecular_function	GO:0005507
6828	5811	amine oxidase activity	molecular_function	GO:0008131
6828	6905	amine metabolic process	biological_process	GO:0009308
6828	22442	quinone binding	molecular_function	GO:0048038
6829	3722	copper ion binding	molecular_function	GO:0005507
6829	5811	amine oxidase activity	molecular_function	GO:0008131
6829	6905	amine metabolic process	biological_process	GO:0009308
6829	22442	quinone binding	molecular_function	GO:0048038
6832	3546	transporter activity	molecular_function	GO:0005215
6832	3708	binding	molecular_function	GO:0005488
6832	4927	transport	biological_process	GO:0006810
6833	2783	glycolipid 2-alpha-mannosyltransferase activity	molecular_function	GO:0004377
6833	4618	protein amino acid glycosylation	biological_process	GO:0006486
6833	9320	membrane	cellular_component	GO:0016020
6839	5830	metabolic process	biological_process	GO:0008152
6839	9710	oxidoreductase activity	molecular_function	GO:0016491
6839	2290	catalytic activity	molecular_function	GO:0003824
6839	3708	binding	molecular_function	GO:0005488
6841	2196	transcription factor activity	molecular_function	GO:0003700
6841	3838	nucleus	cellular_component	GO:0005634
6841	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6841	19030	sequence-specific DNA binding	molecular_function	GO:0043565
6844	2290	catalytic activity	molecular_function	GO:0003824
6844	5830	metabolic process	biological_process	GO:0008152
6846	3846	nuclear pore	cellular_component	GO:0005643
6846	4927	transport	biological_process	GO:0006810
6848	2700	subtilase activity	molecular_function	GO:0004289
6848	4639	proteolysis	biological_process	GO:0006508
6850	2783	glycolipid 2-alpha-mannosyltransferase activity	molecular_function	GO:0004377
6850	4618	protein amino acid glycosylation	biological_process	GO:0006486
6850	9320	membrane	cellular_component	GO:0016020
6853	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
6853	20924	phosphatidylinositol metabolic process	biological_process	GO:0046488
6854	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
6854	4591	protein folding	biological_process	GO:0006457
6855	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
6855	23919	FAD binding	molecular_function	GO:0050660
6855	4234	alcohol metabolic process	biological_process	GO:0006066
6857	3878	spliceosome	cellular_component	GO:0005681
6857	5160	mitosis	biological_process	GO:0007067
6858	2176	DNA binding	molecular_function	GO:0003677
6858	3736	ATP binding	molecular_function	GO:0005524
6858	2175	nucleic acid binding	molecular_function	GO:0003676
6858	2792	helicase activity	molecular_function	GO:0004386
6859	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
6860	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
6861	3736	ATP binding	molecular_function	GO:0005524
6861	4457	mismatch repair	biological_process	GO:0006298
6861	13828	mismatched DNA binding	molecular_function	GO:0030983
6862	3228	signal transducer activity	molecular_function	GO:0004871
6862	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
6862	11290	guanyl nucleotide binding	molecular_function	GO:0019001
6862	5250	signal transduction	biological_process	GO:0007165
6863	9710	oxidoreductase activity	molecular_function	GO:0016491
6863	23919	FAD binding	molecular_function	GO:0050660
6865	3003	phospholipase C activity	molecular_function	GO:0004629
6865	5250	signal transduction	biological_process	GO:0007165
6865	5323	intracellular signaling cascade	biological_process	GO:0007242
6865	2830	phosphoinositide phospholipase C activity	molecular_function	GO:0004435
6865	4758	lipid metabolic process	biological_process	GO:0006629
6867	4591	protein folding	biological_process	GO:0006457
6867	9551	prefoldin complex	cellular_component	GO:0016272
6867	24336	unfolded protein binding	molecular_function	GO:0051082
6872	2290	catalytic activity	molecular_function	GO:0003824
6872	9320	membrane	cellular_component	GO:0016020
6875	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
6875	6276	carbohydrate transport	biological_process	GO:0008643
6875	9320	membrane	cellular_component	GO:0016020
6875	3546	transporter activity	molecular_function	GO:0005215
6875	4927	transport	biological_process	GO:0006810
6875	9321	integral to membrane	cellular_component	GO:0016021
6877	4639	proteolysis	biological_process	GO:0006508
6877	5909	metallopeptidase activity	molecular_function	GO:0008237
6877	5939	zinc ion binding	molecular_function	GO:0008270
6878	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
6878	3827	intracellular	cellular_component	GO:0005622
6878	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
6879	3546	transporter activity	molecular_function	GO:0005215
6879	4927	transport	biological_process	GO:0006810
6879	9321	integral to membrane	cellular_component	GO:0016021
6880	9985	hydrolase activity	molecular_function	GO:0016787
6882	3727	protein binding	molecular_function	GO:0005515
6882	5939	zinc ion binding	molecular_function	GO:0008270
6885	70	protein import into nucleus, docking	biological_process	GO:0000059
6885	3838	nucleus	cellular_component	GO:0005634
6885	3846	nuclear pore	cellular_component	GO:0005643
6885	3930	cytoplasm	cellular_component	GO:0005737
6885	4994	intracellular protein transport	biological_process	GO:0006886
6885	6212	protein transporter activity	molecular_function	GO:0008565
6885	3708	binding	molecular_function	GO:0005488
6886	3727	protein binding	molecular_function	GO:0005515
6888	2196	transcription factor activity	molecular_function	GO:0003700
6888	3838	nucleus	cellular_component	GO:0005634
6888	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6888	5939	zinc ion binding	molecular_function	GO:0008270
6889	4786	phosphatidylserine biosynthetic process	biological_process	GO:0006659
6890	2175	nucleic acid binding	molecular_function	GO:0003676
6890	3827	intracellular	cellular_component	GO:0005622
6890	5939	zinc ion binding	molecular_function	GO:0008270
6896	2290	catalytic activity	molecular_function	GO:0003824
6896	5830	metabolic process	biological_process	GO:0008152
6897	3724	calcium ion binding	molecular_function	GO:0005509
6897	5939	zinc ion binding	molecular_function	GO:0008270
6898	3827	intracellular	cellular_component	GO:0005622
6898	5250	signal transduction	biological_process	GO:0007165
6906	3708	binding	molecular_function	GO:0005488
6906	4927	transport	biological_process	GO:0006810
6906	9320	membrane	cellular_component	GO:0016020
6906	3935	mitochondrial inner membrane	cellular_component	GO:0005743
6908	2632	pepsin A activity	molecular_function	GO:0004194
6908	4639	proteolysis	biological_process	GO:0006508
6908	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
6909	2888	monooxygenase activity	molecular_function	GO:0004497
6909	3721	iron ion binding	molecular_function	GO:0005506
6909	4283	electron transport	biological_process	GO:0006118
6909	12251	heme binding	molecular_function	GO:0020037
6911	4283	electron transport	biological_process	GO:0006118
6911	9710	oxidoreductase activity	molecular_function	GO:0016491
6912	9710	oxidoreductase activity	molecular_function	GO:0016491
6912	23919	FAD binding	molecular_function	GO:0050660
6912	2290	catalytic activity	molecular_function	GO:0003824
6913	284	deadenylation-dependent decapping	biological_process	GO:0000290
6913	3727	protein binding	molecular_function	GO:0005515
6913	9985	hydrolase activity	molecular_function	GO:0016787
6913	2290	catalytic activity	molecular_function	GO:0003824
6915	2909	nuclease activity	molecular_function	GO:0004518
6915	4440	DNA repair	biological_process	GO:0006281
6915	2176	DNA binding	molecular_function	GO:0003677
6915	2290	catalytic activity	molecular_function	GO:0003824
6915	3838	nucleus	cellular_component	GO:0005634
6918	9710	oxidoreductase activity	molecular_function	GO:0016491
6918	23919	FAD binding	molecular_function	GO:0050660
6918	2290	catalytic activity	molecular_function	GO:0003824
6919	4994	intracellular protein transport	biological_process	GO:0006886
6919	3727	protein binding	molecular_function	GO:0005515
6919	9320	membrane	cellular_component	GO:0016020
6919	9480	vesicle-mediated transport	biological_process	GO:0016192
6920	2888	monooxygenase activity	molecular_function	GO:0004497
6920	3721	iron ion binding	molecular_function	GO:0005506
6920	4283	electron transport	biological_process	GO:0006118
6920	12251	heme binding	molecular_function	GO:0020037
6921	2888	monooxygenase activity	molecular_function	GO:0004497
6921	3721	iron ion binding	molecular_function	GO:0005506
6921	4283	electron transport	biological_process	GO:0006118
6921	12251	heme binding	molecular_function	GO:0020037
6924	3727	protein binding	molecular_function	GO:0005515
6926	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
6926	11802	protein metabolic process	biological_process	GO:0019538
6928	4925	regulation of nitrogen utilization	biological_process	GO:0006808
6928	9773	transcription repressor activity	molecular_function	GO:0016564
6928	2290	catalytic activity	molecular_function	GO:0003824
6928	3708	binding	molecular_function	GO:0005488
6928	5830	metabolic process	biological_process	GO:0008152
6929	5830	metabolic process	biological_process	GO:0008152
6929	9710	oxidoreductase activity	molecular_function	GO:0016491
6935	2176	DNA binding	molecular_function	GO:0003677
6935	3838	nucleus	cellular_component	GO:0005634
6936	2176	DNA binding	molecular_function	GO:0003677
6936	3875	chromatin silencing complex	cellular_component	GO:0005677
6936	4492	chromatin silencing	biological_process	GO:0006342
6936	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6936	4609	protein amino acid deacetylation	biological_process	GO:0006476
6936	5939	zinc ion binding	molecular_function	GO:0008270
6936	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
6936	24535	NAD binding	molecular_function	GO:0051287
6940	2176	DNA binding	molecular_function	GO:0003677
6942	3727	protein binding	molecular_function	GO:0005515
6942	5939	zinc ion binding	molecular_function	GO:0008270
6944	573	mating pheromone activity	molecular_function	GO:0000772
6944	9320	membrane	cellular_component	GO:0016020
6946	168	ribonuclease MRP complex	cellular_component	GO:0000172
6946	2216	RNA binding	molecular_function	GO:0003723
6946	2928	ribonuclease activity	molecular_function	GO:0004540
6946	4513	rRNA processing	biological_process	GO:0006364
6946	4527	mRNA cleavage	biological_process	GO:0006379
6946	5721	tRNA processing	biological_process	GO:0008033
6946	13528	ribonuclease P complex	cellular_component	GO:0030677
6952	2196	transcription factor activity	molecular_function	GO:0003700
6952	2202	steroid hormone receptor activity	molecular_function	GO:0003707
6952	3838	nucleus	cellular_component	GO:0005634
6952	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
6952	3721	iron ion binding	molecular_function	GO:0005506
6952	4283	electron transport	biological_process	GO:0006118
6952	9321	integral to membrane	cellular_component	GO:0016021
6952	9710	oxidoreductase activity	molecular_function	GO:0016491
6952	23919	FAD binding	molecular_function	GO:0050660
6954	9985	hydrolase activity	molecular_function	GO:0016787
6958	6140	transaminase activity	molecular_function	GO:0008483
6958	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
6962	5830	metabolic process	biological_process	GO:0008152
6962	9710	oxidoreductase activity	molecular_function	GO:0016491
6964	2976	peroxidase activity	molecular_function	GO:0004601
6964	4283	electron transport	biological_process	GO:0006118
6965	2928	ribonuclease activity	molecular_function	GO:0004540
6965	5721	tRNA processing	biological_process	GO:0008033
6967	6667	biosynthetic process	biological_process	GO:0009058
6967	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
6967	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
6971	4977	amino acid transport	biological_process	GO:0006865
6971	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
6971	9320	membrane	cellular_component	GO:0016020
6971	4927	transport	biological_process	GO:0006810
6975	8501	citrate transmembrane transporter activity	molecular_function	GO:0015137
6975	9058	citrate transport	biological_process	GO:0015746
6975	9321	integral to membrane	cellular_component	GO:0016021
6977	2290	catalytic activity	molecular_function	GO:0003824
6977	4725	polyamine biosynthetic process	biological_process	GO:0006596
6978	11484	phosphatase activator activity	molecular_function	GO:0019211
6979	2175	nucleic acid binding	molecular_function	GO:0003676
6979	2176	DNA binding	molecular_function	GO:0003677
6979	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
6979	3838	nucleus	cellular_component	GO:0005634
6979	4461	double-strand break repair via nonhomologous end joining	biological_process	GO:0006303
6979	4129	DNA-dependent protein kinase complex	cellular_component	GO:0005958
6979	3708	binding	molecular_function	GO:0005488
6980	6664	electron carrier activity	molecular_function	GO:0009055
6980	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
6980	19912	cell redox homeostasis	biological_process	GO:0045454
6982	5939	zinc ion binding	molecular_function	GO:0008270
6989	5830	metabolic process	biological_process	GO:0008152
6989	9940	transferase activity	molecular_function	GO:0016740
6991	2290	catalytic activity	molecular_function	GO:0003824
6997	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
6997	2216	RNA binding	molecular_function	GO:0003723
6997	3025	polynucleotide adenylyltransferase activity	molecular_function	GO:0004652
6997	3838	nucleus	cellular_component	GO:0005634
6997	19096	RNA polyadenylation	biological_process	GO:0043631
6997	4499	transcription	biological_process	GO:0006350
6997	13967	RNA 3'-end processing	biological_process	GO:0031123
6999	16	mitochondrial genome maintenance	biological_process	GO:0000002
6999	257	mitochondrial chromosome	cellular_component	GO:0000262
7000	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
7000	3708	binding	molecular_function	GO:0005488
7001	3838	nucleus	cellular_component	GO:0005634
7001	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
7008	4639	proteolysis	biological_process	GO:0006508
7008	5908	serine-type peptidase activity	molecular_function	GO:0008236
7011	3546	transporter activity	molecular_function	GO:0005215
7011	4927	transport	biological_process	GO:0006810
7011	9321	integral to membrane	cellular_component	GO:0016021
7012	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
7012	3866	transcription factor complex	cellular_component	GO:0005667
7012	4501	transcription initiation	biological_process	GO:0006352
7012	2176	DNA binding	molecular_function	GO:0003677
7013	4598	protein modification process	biological_process	GO:0006464
7013	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
7013	4639	proteolysis	biological_process	GO:0006508
7014	2176	DNA binding	molecular_function	GO:0003677
7014	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
7016	5939	zinc ion binding	molecular_function	GO:0008270
7022	5830	metabolic process	biological_process	GO:0008152
7022	10041	carbon-sulfur lyase activity	molecular_function	GO:0016846
7030	2175	nucleic acid binding	molecular_function	GO:0003676
7031	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
7031	11802	protein metabolic process	biological_process	GO:0019538
7032	2888	monooxygenase activity	molecular_function	GO:0004497
7032	3721	iron ion binding	molecular_function	GO:0005506
7032	4283	electron transport	biological_process	GO:0006118
7032	12251	heme binding	molecular_function	GO:0020037
7038	12251	heme binding	molecular_function	GO:0020037
7038	21336	transition metal ion binding	molecular_function	GO:0046914
7039	2216	RNA binding	molecular_function	GO:0003723
7039	2915	ribonuclease III activity	molecular_function	GO:0004525
7039	4541	RNA processing	biological_process	GO:0006396
7039	2218	double-stranded RNA binding	molecular_function	GO:0003725
7039	3827	intracellular	cellular_component	GO:0005622
7040	9710	oxidoreductase activity	molecular_function	GO:0016491
7040	23919	FAD binding	molecular_function	GO:0050660
7040	2290	catalytic activity	molecular_function	GO:0003824
7041	5830	metabolic process	biological_process	GO:0008152
7041	9940	transferase activity	molecular_function	GO:0016740
7041	2979	phosphoadenylyl-sulfate reductase (thioredoxin) activity	molecular_function	GO:0004604
7041	11644	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	biological_process	GO:0019379
7041	11610	cysteine biosynthetic process	biological_process	GO:0019344
7047	9985	hydrolase activity	molecular_function	GO:0016787
7050	573	mating pheromone activity	molecular_function	GO:0000772
7050	9320	membrane	cellular_component	GO:0016020
7059	3724	calcium ion binding	molecular_function	GO:0005509
7065	3972	endoplasmic reticulum	cellular_component	GO:0005783
7065	3727	protein binding	molecular_function	GO:0005515
7067	4143	carbohydrate metabolic process	biological_process	GO:0005975
7071	3708	binding	molecular_function	GO:0005488
7071	4927	transport	biological_process	GO:0006810
7071	9320	membrane	cellular_component	GO:0016020
7075	2227	structural constituent of ribosome	molecular_function	GO:0003735
7075	3827	intracellular	cellular_component	GO:0005622
7075	4025	ribosome	cellular_component	GO:0005840
7075	4556	translation	biological_process	GO:0006412
7076	2175	nucleic acid binding	molecular_function	GO:0003676
7077	3737	GTP binding	molecular_function	GO:0005525
7077	3827	intracellular	cellular_component	GO:0005622
7081	2216	RNA binding	molecular_function	GO:0003723
7081	3708	binding	molecular_function	GO:0005488
7082	4283	electron transport	biological_process	GO:0006118
7082	3722	copper ion binding	molecular_function	GO:0005507
7082	3935	mitochondrial inner membrane	cellular_component	GO:0005743
7082	4940	copper ion transport	biological_process	GO:0006825
7082	4986	cellular copper ion homeostasis	biological_process	GO:0006878
7082	6186	respiratory chain complex IV assembly	biological_process	GO:0008535
7085	2290	catalytic activity	molecular_function	GO:0003824
7085	3708	binding	molecular_function	GO:0005488
7085	5830	metabolic process	biological_process	GO:0008152
7086	2290	catalytic activity	molecular_function	GO:0003824
7086	3708	binding	molecular_function	GO:0005488
7086	5830	metabolic process	biological_process	GO:0008152
7087	3546	transporter activity	molecular_function	GO:0005215
7087	4970	oligopeptide transport	biological_process	GO:0006857
7087	9320	membrane	cellular_component	GO:0016020
7093	3727	protein binding	molecular_function	GO:0005515
7093	3736	ATP binding	molecular_function	GO:0005524
7094	2888	monooxygenase activity	molecular_function	GO:0004497
7094	3721	iron ion binding	molecular_function	GO:0005506
7094	4283	electron transport	biological_process	GO:0006118
7094	12251	heme binding	molecular_function	GO:0020037
7097	10048	isomerase activity	molecular_function	GO:0016853
7097	19912	cell redox homeostasis	biological_process	GO:0045454
7104	3838	nucleus	cellular_component	GO:0005634
7114	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
7114	4143	carbohydrate metabolic process	biological_process	GO:0005975
7125	3043	protein kinase activity	molecular_function	GO:0004672
7125	3736	ATP binding	molecular_function	GO:0005524
7125	4602	protein amino acid phosphorylation	biological_process	GO:0006468
7128	5939	zinc ion binding	molecular_function	GO:0008270
7130	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
7130	4143	carbohydrate metabolic process	biological_process	GO:0005975
7131	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
7131	4143	carbohydrate metabolic process	biological_process	GO:0005975
7133	155	two-component response regulator activity	molecular_function	GO:0000156
7133	157	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
7133	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
7135	2196	transcription factor activity	molecular_function	GO:0003700
7135	3838	nucleus	cellular_component	GO:0005634
7135	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
7135	19030	sequence-specific DNA binding	molecular_function	GO:0043565
7137	3736	ATP binding	molecular_function	GO:0005524
7137	10082	ATPase activity	molecular_function	GO:0016887
7137	162	nucleotide binding	molecular_function	GO:0000166
7137	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
7140	3737	GTP binding	molecular_function	GO:0005525
7140	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
7140	3827	intracellular	cellular_component	GO:0005622
7140	8400	protein transport	biological_process	GO:0015031
7142	2175	nucleic acid binding	molecular_function	GO:0003676
7142	2792	helicase activity	molecular_function	GO:0004386
7142	3736	ATP binding	molecular_function	GO:0005524
7142	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
7143	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
7143	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
7143	9582	dephosphorylation	biological_process	GO:0016311
7143	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
7149	2175	nucleic acid binding	molecular_function	GO:0003676
