Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene_13411	jgi.p|Botci1|13411	Supercontig_1.67	+	25713	26587	622.698242	477.437256	476.513519
gene_13412	jgi.p|Botci1|13412	Supercontig_1.67	-	27102	27822	34.516518	26.464619	26.413414
gene_13416	jgi.p|Botci1|13416	Supercontig_1.67	+	37283	39932	9.015726	6.912568	6.899193
gene_13414	jgi.p|Botci1|13414	Supercontig_1.67	-	31619	34499	120.202965	92.162415	91.984093
gene_13415	jgi.p|Botci1|13415	Supercontig_1.67	+	35098	36853	90.266785	69.209648	69.075737
gene_13417	jgi.p|Botci1|13417	Supercontig_1.67	+	40500	43208	4.142739	3.176335	3.170189
gene_13418	jgi.p|Botci1|13418	Supercontig_1.67	-	43583	43970	0.000000	0.000000	0.000000
gene_13419	jgi.p|Botci1|13419	Supercontig_1.67	-	44267	47631	10.915910	8.369482	8.353290
gene_13425	jgi.p|Botci1|13425	Supercontig_1.67	-	58521	58999	0.713235	0.546854	0.545796
gene_13427	jgi.p|Botci1|13427	Supercontig_1.67	-	60189	60431	0.823045	0.631048	0.629827
gene_13420	jgi.p|Botci1|13420	Supercontig_1.67	+	47985	48667	98.541664	75.554192	75.408005
gene_13421	jgi.p|Botci1|13421	Supercontig_1.67	-	49215	52977	24.892166	19.085403	19.048477
gene_13422	jgi.p|Botci1|13422	Supercontig_1.67	+	53314	53762	11.234057	8.613414	8.596748
gene_13423	jgi.p|Botci1|13423	Supercontig_1.67	+	54318	55916	77.389618	59.336426	59.221619
gene_13424	jgi.p|Botci1|13424	Supercontig_1.67	-	56274	56932	2.555302	1.959210	1.955419
gene_13428	jgi.p|Botci1|13428	Supercontig_1.67	+	61020	62980	19.256813	14.764648	14.736081
gene_13429	jgi.p|Botci1|13429	Supercontig_1.67	+	63568	64934	26.317354	20.178129	20.139088
gene_13430	jgi.p|Botci1|13430	Supercontig_1.67	+	66571	67863	30.706375	23.543293	23.497742
gene_13433	jgi.p|Botci1|13433	Supercontig_1.67	+	74975	75206	21.818182	16.728508	16.696142
gene_13435	jgi.p|Botci1|13435	Supercontig_1.67	-	81436	81588	0.732026	0.561261	0.560175
gene_13436	jgi.p|Botci1|13436	Supercontig_1.67	-	83276	84461	0.521226	0.399636	0.398863
gene_13431	jgi.p|Botci1|13431	Supercontig_1.67	-	70207	72609	160.522369	123.076248	122.838112
gene_13432	jgi.p|Botci1|13432	Supercontig_1.67	+	73733	73855	28.398375	21.773697	21.731567
gene_13437	jgi.p|Botci1|13437	Supercontig_1.67	+	92447	93382	81.759605	62.687000	62.565712
gene_13438	jgi.p|Botci1|13438	Supercontig_1.67	-	93896	94261	2.543568	1.950213	1.946440
gene_13439	jgi.p|Botci1|13439	Supercontig_1.67	-	94611	94838	14.026316	10.754303	10.733496
gene_13440	jgi.p|Botci1|13440	Supercontig_1.67	-	95516	96475	3.517221	2.696735	2.691518
gene_13441	jgi.p|Botci1|13441	Supercontig_1.67	+	97029	99902	92.884750	71.216911	71.079117
gene_13442	jgi.p|Botci1|13442	Supercontig_1.67	-	102290	103204	413.975952	317.404999	316.790924
gene_13443	jgi.p|Botci1|13443	Supercontig_1.67	-	104026	104127	3.794118	2.909039	2.903410
gene_13444	jgi.p|Botci1|13444	Supercontig_1.67	-	104481	104748	14.648456	11.231312	11.209582
gene_13445	jgi.p|Botci1|13445	Supercontig_1.67	+	105064	105255	3.526042	2.703499	2.698268
gene_13446	jgi.p|Botci1|13446	Supercontig_1.67	+	106358	106825	58.583332	44.917206	44.830299
gene_13447	jgi.p|Botci1|13447	Supercontig_1.67	-	108555	108970	10.607736	8.133199	8.117462
gene_13450	jgi.p|Botci1|13450	Supercontig_1.67	-	118182	118781	0.000000	0.000000	0.000000
gene_13449	jgi.p|Botci1|13449	Supercontig_1.67	-	116023	117222	2.876648	2.205593	2.201326
gene_13448	jgi.p|Botci1|13448	Supercontig_1.67	+	109859	110908	1174.943848	900.856812	899.113892
gene_13451	jgi.p|Botci1|13451	Supercontig_1.67	-	121030	124306	157.147736	120.488838	120.255707
gene_13452	jgi.p|Botci1|13452	Supercontig_1.67	+	125952	126613	522.756531	400.809631	400.034149
gene_13453	jgi.p|Botci1|13453	Supercontig_1.67	+	127191	128321	80.567642	61.773090	61.653568
gene_13456	jgi.p|Botci1|13456	Supercontig_1.67	-	135111	135334	2.504918	1.920579	1.916863
gene_13459	jgi.p|Botci1|13459	Supercontig_1.67	+	139044	139321	0.000000	0.000000	0.000000
gene_13457	jgi.p|Botci1|13457	Supercontig_1.67	-	135918	136664	2.786954	2.136823	2.132688
gene_13460	jgi.p|Botci1|13460	Supercontig_1.67	-	139619	140023	0.000000	0.000000	0.000000
gene_13454	jgi.p|Botci1|13454	Supercontig_1.67	-	130438	130587	0.066667	0.051115	0.051016
gene_13455	jgi.p|Botci1|13455	Supercontig_1.67	-	131018	133840	36.799858	28.215309	28.160719
gene_13461	jgi.p|Botci1|13461	Supercontig_1.67	+	140854	141680	110.906937	85.034935	84.870407
gene_13462	jgi.p|Botci1|13462	Supercontig_1.67	-	143384	143533	40.606667	31.134079	31.073841
gene_13463	jgi.p|Botci1|13463	Supercontig_1.67	-	144256	146014	19.405930	14.878980	14.850191
gene_13464	jgi.p|Botci1|13464	Supercontig_1.67	-	147013	149770	275.022705	210.866318	210.458344
gene_13465	jgi.p|Botci1|13465	Supercontig_1.67	+	153108	153197	3.966667	3.041336	3.035452
gene_13466	jgi.p|Botci1|13466	Supercontig_1.67	+	153825	154658	277.559601	212.811432	212.399673
gene_13467	jgi.p|Botci1|13467	Supercontig_1.67	-	156258	157961	34.100197	26.145416	26.094830
gene_13468	jgi.p|Botci1|13468	Supercontig_1.67	+	158545	159481	2.975842	2.281647	2.277233
gene_13469	jgi.p|Botci1|13469	Supercontig_1.67	+	160439	162542	48.806480	37.421066	37.348663
gene_13474	jgi.p|Botci1|13474	Supercontig_1.67	+	172499	173053	2.208681	1.693447	1.690171
gene_13470	jgi.p|Botci1|13470	Supercontig_1.67	+	163763	164514	18.505678	14.188736	14.161283
gene_13471	jgi.p|Botci1|13471	Supercontig_1.67	+	164829	166989	28.802347	22.083431	22.040705
gene_13472	jgi.p|Botci1|13472	Supercontig_1.67	-	168094	168556	88.663551	67.980408	67.848885
gene_13480	jgi.p|Botci1|13480	Supercontig_1.67	+	185923	186252	5.248485	4.024136	4.016350
gene_13475	jgi.p|Botci1|13475	Supercontig_1.67	+	175014	175470	0.000000	0.000000	0.000000
gene_13476	jgi.p|Botci1|13476	Supercontig_1.67	+	176082	176999	0.000000	0.000000	0.000000
gene_13477	jgi.p|Botci1|13477	Supercontig_1.67	+	178251	178538	178.062500	136.524673	136.260513
gene_13478	jgi.p|Botci1|13478	Supercontig_1.67	+	181246	181545	6.069061	4.653290	4.644288
gene_13479	jgi.p|Botci1|13479	Supercontig_1.67	-	181781	185034	8.856692	6.790633	6.777493
gene_13481	jgi.p|Botci1|13481	Supercontig_1.67	-	187553	190231	88.497231	67.852890	67.721611
gene_13482	jgi.p|Botci1|13482	Supercontig_1.67	+	190877	192530	14.882480	11.410745	11.388667
gene_13483	jgi.p|Botci1|13483	Supercontig_1.67	-	195311	195919	276.098511	211.691177	211.281570
gene_13486	jgi.p|Botci1|13486	Supercontig_1.67	+	201549	202435	5.743862	4.403953	4.395432
gene_13484	jgi.p|Botci1|13484	Supercontig_1.67	-	197334	198072	204.091049	156.481354	156.178604
gene_13485	jgi.p|Botci1|13485	Supercontig_1.67	+	200287	200412	8.015873	6.145957	6.134066
gene_13488	jgi.p|Botci1|13488	Supercontig_1.67	+	210610	210891	1.063830	0.815663	0.814085
gene_13487	jgi.p|Botci1|13487	Supercontig_1.67	-	208195	208946	1.399276	1.072858	1.070782
gene_13489	jgi.p|Botci1|13489	Supercontig_1.67	+	211909	212112	1.794118	1.375592	1.372931
gene_13491	jgi.p|Botci1|13491	Supercontig_1.67	-	215235	216203	0.000000	0.000000	0.000000
gene_13490	jgi.p|Botci1|13490	Supercontig_1.67	-	212610	213993	1.081865	0.829491	0.827886
gene_13492	jgi.p|Botci1|13492	Supercontig_1.68	+	690	945	163.505066	125.363144	125.120598
gene_13494	jgi.p|Botci1|13494	Supercontig_1.68	-	18877	19429	0.000000	0.000000	0.000000
gene_13495	jgi.p|Botci1|13495	Supercontig_1.68	+	19737	21789	0.680357	0.521646	0.520636
gene_13493	jgi.p|Botci1|13493	Supercontig_1.68	+	10417	14233	90.483032	69.375450	69.241219
gene_13496	jgi.p|Botci1|13496	Supercontig_1.68	+	22555	24083	36.583164	28.049166	27.994896
gene_13498	jgi.p|Botci1|13498	Supercontig_1.68	+	27921	28205	5.157895	3.954679	3.947027
gene_13497	jgi.p|Botci1|13497	Supercontig_1.68	-	25228	26743	46.370296	35.553188	35.484398
gene_13499	jgi.p|Botci1|13499	Supercontig_1.68	+	29580	31606	69.443611	53.244034	53.141018
gene_13501	jgi.p|Botci1|13501	Supercontig_1.68	-	35107	35752	2325.012207	1782.641113	1779.192017
gene_13502	jgi.p|Botci1|13502	Supercontig_1.68	+	36182	37804	7.172870	5.499607	5.488966
gene_13503	jgi.p|Botci1|13503	Supercontig_1.68	-	38463	39304	14.608365	11.200575	11.178903
gene_13504	jgi.p|Botci1|13504	Supercontig_1.68	+	39827	41704	25.427584	19.495920	19.458200
gene_13505	jgi.p|Botci1|13505	Supercontig_1.68	-	44141	45925	95.811478	73.460892	73.318764
gene_13506	jgi.p|Botci1|13506	Supercontig_1.68	+	46425	47132	152.547806	116.961960	116.735664
gene_13507	jgi.p|Botci1|13507	Supercontig_1.68	+	47444	48345	237.418427	182.034241	181.682053
gene_13508	jgi.p|Botci1|13508	Supercontig_1.68	-	50731	53742	7.773638	5.960229	5.948698
gene_13509	jgi.p|Botci1|13509	Supercontig_1.68	+	55427	56662	2.282362	1.749940	1.746554
gene_13510	jgi.p|Botci1|13510	Supercontig_1.68	-	59694	60828	41.336128	31.693373	31.632053
gene_13511	jgi.p|Botci1|13511	Supercontig_1.68	+	61088	62059	69.670784	53.418213	53.314861
gene_13514	jgi.p|Botci1|13514	Supercontig_1.68	+	69297	69916	0.684685	0.524964	0.523948
gene_13513	jgi.p|Botci1|13513	Supercontig_1.68	+	67405	68082	41.980827	32.187679	32.125404
gene_13515	jgi.p|Botci1|13515	Supercontig_1.68	-	70886	73122	5.136080	3.937952	3.930333
gene_13512	jgi.p|Botci1|13512	Supercontig_1.68	+	62491	66458	20.169714	15.464590	15.434669
gene_13517	jgi.p|Botci1|13517	Supercontig_1.68	-	76171	77532	0.000000	0.000000	0.000000
gene_13516	jgi.p|Botci1|13516	Supercontig_1.68	+	74008	75927	3.850827	2.952519	2.946806
gene_13519	jgi.p|Botci1|13519	Supercontig_1.68	+	79739	80110	0.000000	0.000000	0.000000
gene_13520	jgi.p|Botci1|13520	Supercontig_1.68	-	80179	80361	0.677596	0.519529	0.518523
gene_13521	jgi.p|Botci1|13521	Supercontig_1.68	+	82258	84242	59.059116	45.282001	45.194389
gene_13525	jgi.p|Botci1|13525	Supercontig_1.68	+	91308	91493	10.107527	7.749677	7.734683
gene_13528	jgi.p|Botci1|13528	Supercontig_1.68	+	98190	98681	0.000000	0.000000	0.000000
gene_13527	jgi.p|Botci1|13527	Supercontig_1.68	+	97163	97672	0.662719	0.508122	0.507139
gene_13529	jgi.p|Botci1|13529	Supercontig_1.68	-	99293	99918	6.842658	5.246425	5.236275
gene_13526	jgi.p|Botci1|13526	Supercontig_1.68	-	93565	95571	14.889084	11.415808	11.393721
gene_13522	jgi.p|Botci1|13522	Supercontig_1.68	+	85664	87075	832.549622	638.335205	637.100159
gene_13523	jgi.p|Botci1|13523	Supercontig_1.68	+	87824	88234	87.321167	66.951172	66.821640
gene_13524	jgi.p|Botci1|13524	Supercontig_1.68	+	88558	89129	57.209072	43.863529	43.778664
gene_13530	jgi.p|Botci1|13530	Supercontig_1.68	-	101283	101753	79.949043	61.298798	61.180191
gene_13531	jgi.p|Botci1|13531	Supercontig_1.68	+	102672	103081	5.791071	4.440149	4.431558
gene_13532	jgi.p|Botci1|13532	Supercontig_1.68	+	104763	105228	219.305557	168.146683	167.821350
gene_13533	jgi.p|Botci1|13533	Supercontig_1.68	-	105668	106347	97.998230	75.137535	74.992149
gene_13534	jgi.p|Botci1|13534	Supercontig_1.68	+	106842	110252	28.988781	22.226374	22.183371
gene_13535	jgi.p|Botci1|13535	Supercontig_1.68	-	110607	111916	5.609058	4.300595	4.292275
gene_13536	jgi.p|Botci1|13536	Supercontig_1.68	+	115222	118064	204.037140	156.440033	156.137344
gene_13537	jgi.p|Botci1|13537	Supercontig_1.68	-	118549	119535	73.726532	56.527851	56.418476
gene_13538	jgi.p|Botci1|13538	Supercontig_1.68	-	120038	121174	2.773730	2.126683	2.122569
gene_13539	jgi.p|Botci1|13539	Supercontig_1.68	+	122407	125301	35.614975	27.306831	27.254000
gene_13540	jgi.p|Botci1|13540	Supercontig_1.68	+	126082	126989	21.724918	16.657001	16.624773
gene_13545	jgi.p|Botci1|13545	Supercontig_1.68	-	134266	135020	13.423786	10.292330	10.272416
gene_13541	jgi.p|Botci1|13541	Supercontig_1.68	-	128005	128495	315.846771	242.167099	241.698547
gene_13542	jgi.p|Botci1|13542	Supercontig_1.68	+	128860	129893	50.087669	38.403385	38.329079
gene_13543	jgi.p|Botci1|13543	Supercontig_1.68	-	130255	131931	11.571259	8.871954	8.854789
gene_13544	jgi.p|Botci1|13544	Supercontig_1.68	-	132338	133579	802.990601	615.671631	614.480408
gene_13546	jgi.p|Botci1|13546	Supercontig_1.68	-	136250	136522	42.699635	32.738804	32.675465
gene_13547	jgi.p|Botci1|13547	Supercontig_1.68	-	137255	138841	53.169830	40.766552	40.687675
gene_13548	jgi.p|Botci1|13548	Supercontig_1.68	+	139316	142626	22.977573	17.617441	17.583355
gene_13551	jgi.p|Botci1|13551	Supercontig_1.68	-	147846	148919	2.504547	1.920295	1.916579
gene_13549	jgi.p|Botci1|13549	Supercontig_1.68	-	143916	144585	1.590739	1.219657	1.217297
gene_13550	jgi.p|Botci1|13550	Supercontig_1.68	-	145050	146724	49.601360	38.030521	37.956936
gene_13552	jgi.p|Botci1|13552	Supercontig_1.68	-	151511	151789	9.982079	7.653493	7.638685
gene_13553	jgi.p|Botci1|13553	Supercontig_1.68	+	152287	153356	15.329555	11.753527	11.730786
gene_13554	jgi.p|Botci1|13554	Supercontig_1.68	-	154321	156864	101.375687	77.727104	77.576714
gene_13555	jgi.p|Botci1|13555	Supercontig_1.68	-	158668	160232	73.658882	56.475983	56.366711
gene_13556	jgi.p|Botci1|13556	Supercontig_1.68	+	160914	163286	55.753410	42.747440	42.664734
gene_13557	jgi.p|Botci1|13557	Supercontig_1.68	-	164309	164750	2076.937012	1592.436035	1589.354980
gene_13559	jgi.p|Botci1|13559	Supercontig_1.68	+	170375	170791	0.412470	0.316250	0.315638
gene_13560	jgi.p|Botci1|13560	Supercontig_1.68	-	173772	174417	4.228856	3.242362	3.236089
gene_13562	jgi.p|Botci1|13562	Supercontig_1.68	-	176993	177431	0.000000	0.000000	0.000000
gene_13563	jgi.p|Botci1|13563	Supercontig_1.68	-	177692	178440	0.000000	0.000000	0.000000
gene_13564	jgi.p|Botci1|13564	Supercontig_1.68	+	184049	184844	2.187883	1.677501	1.674255
gene_13561	jgi.p|Botci1|13561	Supercontig_1.68	+	175398	176359	50.550625	38.758343	38.683353
gene_13558	jgi.p|Botci1|13558	Supercontig_1.68	+	166112	168281	712.343872	546.170654	545.113892
gene_13566	jgi.p|Botci1|13566	Supercontig_1.68	-	189279	189437	0.786164	0.602770	0.601604
gene_13565	jgi.p|Botci1|13565	Supercontig_1.68	+	187397	188614	38.356586	29.408890	29.351990
gene_13568	jgi.p|Botci1|13568	Supercontig_1.68	+	193966	194550	9.249555	7.091849	7.078128
gene_13567	jgi.p|Botci1|13567	Supercontig_1.68	+	191072	191925	471.013916	361.137329	360.438599
gene_13570	jgi.p|Botci1|13570	Supercontig_1.68	-	200053	201529	1.891820	1.450502	1.447696
gene_13569	jgi.p|Botci1|13569	Supercontig_1.68	-	194998	197003	9.113049	6.987186	6.973668
gene_13571	jgi.p|Botci1|13571	Supercontig_1.68	-	202810	203581	17.693848	13.566285	13.540038
gene_13572	jgi.p|Botci1|13572	Supercontig_1.68	-	204608	206124	0.681897	0.522826	0.521815
gene_13573	jgi.p|Botci1|13573	Supercontig_1.68	+	209375	209923	49.145412	37.680935	37.608028
gene_13574	jgi.p|Botci1|13574	Supercontig_1.68	+	211330	212019	6.282609	4.817023	4.807703
gene_13575	jgi.p|Botci1|13575	Supercontig_1.68	-	212980	213311	10.134091	7.770044	7.755010
gene_13576	jgi.p|Botci1|13576	Supercontig_1.68	-	213789	214572	40.609486	31.136240	31.075996
gene_13579	jgi.p|Botci1|13579	Supercontig_1.68	-	222518	227068	2.446166	1.875533	1.871904
gene_13580	jgi.p|Botci1|13580	Supercontig_1.68	+	227367	227477	4.351351	3.336282	3.329827
gene_13581	jgi.p|Botci1|13581	Supercontig_1.69	+	758	2662	4.472517	3.429183	3.422548
gene_13577	jgi.p|Botci1|13577	Supercontig_1.68	-	215472	216272	905.861450	694.545044	693.201233
gene_13578	jgi.p|Botci1|13578	Supercontig_1.68	+	216935	221967	16.170658	12.398420	12.374432
gene_13583	jgi.p|Botci1|13583	Supercontig_1.69	-	6572	7260	0.000000	0.000000	0.000000
gene_13584	jgi.p|Botci1|13584	Supercontig_1.69	-	8323	9207	1.609271	1.233866	1.231478
gene_13585	jgi.p|Botci1|13585	Supercontig_1.69	-	14590	16155	3.468071	2.659051	2.653906
gene_13582	jgi.p|Botci1|13582	Supercontig_1.69	-	3128	5039	39.728889	30.461067	30.402128
gene_13586	jgi.p|Botci1|13586	Supercontig_1.69	+	18020	18786	61.963120	47.508572	47.416649
gene_13587	jgi.p|Botci1|13587	Supercontig_1.69	-	20605	21222	7.796116	5.977464	5.965899
gene_13588	jgi.p|Botci1|13588	Supercontig_1.69	+	22700	24096	9.459611	7.252904	7.238871
gene_13589	jgi.p|Botci1|13589	Supercontig_1.69	+	25398	26008	124.907692	95.769638	95.584343
gene_13590	jgi.p|Botci1|13590	Supercontig_1.69	-	29043	31467	98.487564	75.512711	75.366615
gene_13591	jgi.p|Botci1|13591	Supercontig_1.69	-	36971	37382	25.443840	19.508385	19.470640
gene_13592	jgi.p|Botci1|13592	Supercontig_1.69	-	42010	43035	2.399610	1.839837	1.836277
gene_13596	jgi.p|Botci1|13596	Supercontig_1.69	-	56504	56653	3.100000	2.376842	2.372244
gene_13598	jgi.p|Botci1|13598	Supercontig_1.69	-	60319	60704	0.000000	0.000000	0.000000
gene_13597	jgi.p|Botci1|13597	Supercontig_1.69	+	57924	59836	24.721699	18.954702	18.918028
gene_13593	jgi.p|Botci1|13593	Supercontig_1.69	+	44387	45790	110.247864	84.529610	84.366058
gene_13594	jgi.p|Botci1|13594	Supercontig_1.69	-	46726	53199	35.629227	27.317760	27.264906
gene_13595	jgi.p|Botci1|13595	Supercontig_1.69	+	53639	54901	46.065563	35.319542	35.251205
gene_13599	jgi.p|Botci1|13599	Supercontig_1.69	+	61341	64922	27.198433	20.853674	20.813324
gene_13600	jgi.p|Botci1|13600	Supercontig_1.69	-	65397	67529	13.081575	10.029949	10.010543
gene_13601	jgi.p|Botci1|13601	Supercontig_1.69	-	67903	69500	9.275144	7.111469	7.097710
gene_13602	jgi.p|Botci1|13602	Supercontig_1.69	-	70031	71304	223.435486	171.313202	170.981735
gene_13603	jgi.p|Botci1|13603	Supercontig_1.69	-	72672	73630	69.617935	53.377693	53.274418
gene_13607	jgi.p|Botci1|13607	Supercontig_1.69	-	83054	83524	2.546709	1.952621	1.948843
gene_13604	jgi.p|Botci1|13604	Supercontig_1.69	+	76023	78279	8.002413	6.135636	6.123765
gene_13612	jgi.p|Botci1|13612	Supercontig_1.69	-	100327	100682	1.815534	1.392012	1.389319
gene_13613	jgi.p|Botci1|13613	Supercontig_1.69	+	101994	102875	0.152396	0.116846	0.116619
gene_13610	jgi.p|Botci1|13610	Supercontig_1.69	+	89949	90496	5.090909	3.903319	3.895766
gene_13614	jgi.p|Botci1|13614	Supercontig_1.69	-	104441	105552	0.332262	0.254753	0.254260
gene_13618	jgi.p|Botci1|13618	Supercontig_1.69	+	110650	110802	0.000000	0.000000	0.000000
gene_13615	jgi.p|Botci1|13615	Supercontig_1.69	+	105877	106725	0.569422	0.436589	0.435744
gene_13616	jgi.p|Botci1|13616	Supercontig_1.69	-	106938	107864	1.016181	0.779130	0.777622
gene_13621	jgi.p|Botci1|13621	Supercontig_1.69	-	115128	115500	0.000000	0.000000	0.000000
gene_13617	jgi.p|Botci1|13617	Supercontig_1.69	+	108114	109655	1.020496	0.782438	0.780924
gene_13620	jgi.p|Botci1|13620	Supercontig_1.69	+	111734	114728	0.392625	0.301035	0.300452
gene_13608	jgi.p|Botci1|13608	Supercontig_1.69	+	86221	87590	53.460907	40.989723	40.910416
gene_13609	jgi.p|Botci1|13609	Supercontig_1.69	-	87923	88825	98.773384	75.731857	75.585327
gene_13622	jgi.p|Botci1|13622	Supercontig_1.69	-	115949	116711	4.020716	3.082777	3.076812
gene_13624	jgi.p|Botci1|13624	Supercontig_1.69	+	119378	119728	1.962318	1.504555	1.501644
gene_13623	jgi.p|Botci1|13623	Supercontig_1.69	+	117816	118376	6.841355	5.245426	5.235278
gene_13629	jgi.p|Botci1|13629	Supercontig_1.69	-	129780	130475	5.206958	3.992296	3.984572
gene_13630	jgi.p|Botci1|13630	Supercontig_1.69	+	131886	132005	2.508333	1.923198	1.919476
gene_13631	jgi.p|Botci1|13631	Supercontig_1.69	+	136358	137703	4.414262	3.384517	3.377969
gene_13632	jgi.p|Botci1|13632	Supercontig_1.69	-	138039	138455	1.707940	1.309517	1.306984
gene_13633	jgi.p|Botci1|13633	Supercontig_1.69	-	139161	139800	6.276276	4.812167	4.802856
gene_13625	jgi.p|Botci1|13625	Supercontig_1.69	-	121868	122077	11.300000	8.663974	8.647210
gene_13626	jgi.p|Botci1|13626	Supercontig_1.69	-	122867	122965	80.070709	61.392078	61.273300
gene_13627	jgi.p|Botci1|13627	Supercontig_1.69	-	124299	127280	199.826294	153.211487	152.915039
gene_13628	jgi.p|Botci1|13628	Supercontig_1.69	+	127696	128073	3.232804	2.478666	2.473871
gene_13634	jgi.p|Botci1|13634	Supercontig_1.69	-	142643	146017	44.593994	34.191254	34.125099
gene_13635	jgi.p|Botci1|13635	Supercontig_1.69	+	146447	147688	74.735886	57.301746	57.190880
gene_13636	jgi.p|Botci1|13636	Supercontig_1.69	-	149561	150082	59.948277	45.963741	45.874809
gene_13637	jgi.p|Botci1|13637	Supercontig_1.69	+	150842	152448	9.470167	7.260998	7.246949
gene_13640	jgi.p|Botci1|13640	Supercontig_1.69	-	162305	162530	0.000000	0.000000	0.000000
gene_13641	jgi.p|Botci1|13641	Supercontig_1.69	-	163042	164178	6.089926	4.669288	4.660254
gene_13642	jgi.p|Botci1|13642	Supercontig_1.69	-	165003	166364	3.012482	2.309740	2.305271
gene_13643	jgi.p|Botci1|13643	Supercontig_1.69	+	166948	168186	3.852880	2.954093	2.948377
gene_13644	jgi.p|Botci1|13644	Supercontig_1.69	+	168951	169046	3.031250	2.324130	2.319633
gene_13638	jgi.p|Botci1|13638	Supercontig_1.69	+	155903	157644	165.960983	127.246162	126.999954
gene_13639	jgi.p|Botci1|13639	Supercontig_1.69	+	157923	159286	190.481216	146.046387	145.763824
gene_13647	jgi.p|Botci1|13647	Supercontig_1.69	-	172606	173511	0.274214	0.210246	0.209839
gene_13649	jgi.p|Botci1|13649	Supercontig_1.69	-	176591	176906	0.667706	0.511946	0.510955
gene_13645	jgi.p|Botci1|13645	Supercontig_1.69	-	170087	170245	1.320755	1.012654	1.010694
gene_13646	jgi.p|Botci1|13646	Supercontig_1.69	+	170589	171734	7.089005	5.435306	5.424789
gene_13648	jgi.p|Botci1|13648	Supercontig_1.69	+	174879	175794	2.037483	1.562186	1.559163
gene_13650	jgi.p|Botci1|13650	Supercontig_1.69	-	177851	178273	31.488373	24.142870	24.096157
gene_13651	jgi.p|Botci1|13651	Supercontig_1.69	+	180130	180264	9.007408	6.906190	6.892828
gene_13653	jgi.p|Botci1|13653	Supercontig_1.69	-	188414	189398	4.386704	3.363388	3.356881
gene_13654	jgi.p|Botci1|13654	Supercontig_1.69	+	190546	192492	6.399819	4.906890	4.897397
gene_13652	jgi.p|Botci1|13652	Supercontig_1.69	+	181776	186567	45.690319	35.031834	34.964054
gene_13657	jgi.p|Botci1|13657	Supercontig_1.69	-	200431	203095	5.270047	4.040668	4.032850
gene_13658	jgi.p|Botci1|13658	Supercontig_1.69	-	203504	206975	2.973138	2.279574	2.275164
gene_13659	jgi.p|Botci1|13659	Supercontig_1.69	-	207628	208830	125.628098	96.321991	96.135628
gene_13660	jgi.p|Botci1|13660	Supercontig_1.69	+	210394	212056	135.655426	104.010178	103.808937
gene_13661	jgi.p|Botci1|13661	Supercontig_1.69	-	213236	215906	23.860075	18.294075	18.258680
gene_13664	jgi.p|Botci1|13664	Supercontig_1.69	+	221527	221848	32.023647	24.553278	24.505772
gene_13662	jgi.p|Botci1|13662	Supercontig_1.69	+	216460	217664	96.577888	74.048523	73.905251
gene_13663	jgi.p|Botci1|13663	Supercontig_1.69	-	218404	219719	98.585312	75.587662	75.441406
gene_13914	jgi.p|Botci1|13914	Supercontig_1.70	+	1948	2736	24.446274	18.743528	18.707264
gene_13665	jgi.p|Botci1|13665	Supercontig_1.69	-	226943	227672	29.080492	22.296692	22.253551
gene_13666	jgi.p|Botci1|13666	Supercontig_1.69	+	228273	229186	404.821625	310.386200	309.785645
gene_13915	jgi.p|Botci1|13915	Supercontig_1.70	+	7905	10059	58.300415	44.700287	44.613800
gene_13922	jgi.p|Botci1|13922	Supercontig_1.70	+	30932	34386	0.000000	0.000000	0.000000
gene_13924	jgi.p|Botci1|13924	Supercontig_1.70	-	38609	38861	0.000000	0.000000	0.000000
gene_13921	jgi.p|Botci1|13921	Supercontig_1.70	-	28720	29763	0.560886	0.430044	0.429212
gene_13925	jgi.p|Botci1|13925	Supercontig_1.70	+	39253	40113	0.000000	0.000000	0.000000
gene_13918	jgi.p|Botci1|13918	Supercontig_1.70	-	21380	22872	10.412871	7.983791	7.968344
gene_13916	jgi.p|Botci1|13916	Supercontig_1.70	-	11408	12928	9.649572	7.398552	7.384237
gene_13917	jgi.p|Botci1|13917	Supercontig_1.70	+	13444	19988	27.691765	21.231922	21.190842
gene_13928	jgi.p|Botci1|13928	Supercontig_1.70	-	44716	45078	0.000000	0.000000	0.000000
gene_13927	jgi.p|Botci1|13927	Supercontig_1.70	+	43441	44244	0.703422	0.539330	0.538287
gene_13926	jgi.p|Botci1|13926	Supercontig_1.70	-	41665	41869	162.673615	124.725647	124.484337
gene_13930	jgi.p|Botci1|13930	Supercontig_1.70	-	46717	46911	75.974358	58.251316	58.138607
gene_13935	jgi.p|Botci1|13935	Supercontig_1.70	+	56221	56596	0.000000	0.000000	0.000000
gene_13931	jgi.p|Botci1|13931	Supercontig_1.70	-	47223	49136	30.715778	23.550505	23.504938
gene_13932	jgi.p|Botci1|13932	Supercontig_1.70	+	49634	51277	200.266266	153.548813	153.251740
gene_13933	jgi.p|Botci1|13933	Supercontig_1.70	-	51612	52529	199.072922	152.633850	152.338531
gene_13934	jgi.p|Botci1|13934	Supercontig_1.70	+	52996	54485	60.592682	46.457821	46.367935
gene_13939	jgi.p|Botci1|13939	Supercontig_1.70	-	63694	64533	1.483834	1.137690	1.135489
gene_13942	jgi.p|Botci1|13942	Supercontig_1.70	-	67709	67891	6.939891	5.320976	5.310681
